Body,Head,Head Coverage,Std_Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  hasStage  IV  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IV  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Male,0.103448,0.5,0.5,33,66,66,?a,0,0.6,0,1,0,33,11,55
?a  hasStage  IVB  ?a  patientDrug  Cisplatin   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Cisplatin   ,?a  hasGender  Male,0.172414,0.833333,0.833333,55,66,66,?a,0.75,1,0.6,0.4,33,22,44,22
?a  patientDrug  Cisplatin  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0,1,0,1,0,22,11,22
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.137931,0.8,0.8,44,55,55,?a,1,0.5,0.75,0.25,33,11,33,22
?a  hasStage  IVB  ?a  patientDrug  Pemetrexed   ,?a  hasGender  Male,0.103448,0.428571,0.428571,33,77,77,?a,0.25,0.666666667,0.333333333,0.666666667,11,22,44,33
?a  hasStage  IV  ?a  patientDrug  Durvalumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Atezolizumab  ?a  patientDrug  Other   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasGender  Male,0.206897,1,1,66,66,66,?a,1,1,0.666666667,0.333333333,44,22,44,22
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasGender  Male,0.241379,0.538462,0.538462,77,143,143,?a,0.5,0.6,0.571428571,0.428571429,44,33,88,55
?a  hasStage  IVA  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Cisplatin  ?a  patientDrug  Nintedanib   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  Progression   ,?a  hasGender  Male,0.241379,0.636364,0.636364,77,121,121,?a,0.6,0.666666667,0.428571429,0.571428571,33,44,55,66
?a  patientDrug  Nintedanib  ?a  patientDrug  Pemetrexed   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasAgeCategory  Old  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  patientDrug  Paclitaxel  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.103448,0.75,0.75,33,44,44,?a,1,0.5,0.666666667,0.333333333,22,11,22,22
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Atezolizumab  ?a  patientDrug  Nintedanib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Pemetrexed  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.5,0.5,22,44,44,?a,0,0.666666667,0,1,0,22,11,33
?a  hasBiomarker  BRAF_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0.666666667,0,1,0,22,0,33,0
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Durvalumab   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasStage  IVB  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasAgeCategory  Old  ?a  patientDrug  Paclitaxel   ,?a  hasGender  Male,0.137931,0.8,0.8,44,55,55,?a,1,0.5,0.75,0.25,33,11,33,22
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasAgeCategory  Old  ?a  hasStage  IVA   ,?a  hasGender  Male,0.103448,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  hasAgeCategory  Old  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  patientDrug  Erlotinib  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Gefitinib  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasRelapse_Progression  Relapse  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Crizotinib  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIIA  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasStage  IIA  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IIIB  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Atezolizumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  patientDrug  Atezolizumab  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Paclitaxel  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  patientDrug  Vinorelbine  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  ALK_Positive  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  treatmentType  Molecular_Targeted_Therapy  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.068966,0.4,0.4,22,55,55,?a,0,0.666666667,0,1,0,22,22,33
?a  hasRelapse_Progression  No_Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasSmokingHabit  NonSmoker  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.068966,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,0.333333,0.333333,11,33,33,?a,0.333333333,0,1,0,11,0,33,0
?a  patientDrug  Osimertinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,0.333333,0.333333,11,33,33,?a,0,0.5,0,1,0,11,11,22
?a  patientDrug  Afatinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  patientDrug  Gefitinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  NonSmoker  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Afatinib  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Durvalumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasBiomarker  MET_Negative  ?a  hasStage  IVB   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVA  ?a  treatmentType  Immunotherapy   ,?a  hasGender  Male,0.137931,0.8,0.8,44,55,55,?a,1,0.5,0.75,0.25,33,11,33,22
?a  hasStage  IVB  ?a  patientDrug  Osimertinib   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  patientDrug  Erlotinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  hasStage  IVB  ?a  patientDrug  Afatinib   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasStage  IVB  ?a  patientDrug  Nintedanib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  NonSmoker  ?a  hasStage  IVB   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasAgeCategory  Young  ?a  hasBiomarker  MET_Negative   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nintedanib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Daratumumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  KRAS_Negative  ?a  hasStage  IVB   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  hasStage  IVB   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  PDL1_Negative  ?a  hasStage  IVA   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IVA  ?a  patientDrug  Cisplatin   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  patientDrug  Erlotinib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IVA  ?a  patientDrug  Afatinib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasRelapse_Progression  Relapse  ?a  hasStage  IVA   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  patientDrug  Gefitinib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IVA  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVA  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Male,0.103448,0.75,0.75,33,44,44,?a,1,0.5,0.666666667,0.333333333,22,11,22,22
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.103448,0.5,0.5,33,66,66,?a,0,0.75,0,1,0,33,22,44
?a  hasAgeCategory  Young  ?a  hasBiomarker  KRAS_Negative   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Positive  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  hasBiomarker  RET_Negative   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Afatinib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Young  ?a  hasBiomarker  BRAF_Negative   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasAgeCategory  Young  ?a  patientDrug  Osimertinib   ,?a  hasGender  Male,0.034483,0.333333,0.333333,11,33,33,?a,0,0.5,0,1,0,11,11,22
?a  patientDrug  Crizotinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIIB  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  patientDrug  Other   ,?a  hasGender  Male,0.034483,0.333333,0.333333,11,33,33,?a,0.5,0,1,0,11,0,22,11
?a  hasAgeCategory  Young  ?a  patientDrug  Afatinib   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  patientDrug  Durvalumab   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  patientDrug  Nintedanib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Young  ?a  patientDrug  Crizotinib   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  hasStage  IIIB   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  NonSmoker   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasRelapse_Progression  Progression  ?a  hasStage  IVA   ,?a  hasGender  Male,0.137931,0.8,0.8,44,55,55,?a,1,0.5,0.75,0.25,33,11,33,22
?a  hasStage  IVA  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Young  ?a  hasBiomarker  ALK_Positive   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Erlotinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  patientDrug  Gefitinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Paclitaxel  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  NonSmoker  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Old  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.068966,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Durvalumab   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasRelapse_Progression  Progression  ?a  hasRelapse_Progression  Relapse   ,?a  hasGender  Male,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  EGFR_Positive  ?a  hasStage  IIIC   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  BRAF_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  EGFR_Positive  ?a  hasSmokingHabit  NonSmoker   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  patientDrug  Afatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.333333,0.333333,22,66,66,?a,0.5,0.25,0.5,0.5,11,11,22,44
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.777778,0.777778,77,99,99,?a,0.777777778,0,1,0,77,0,99,0
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.857143,0.857143,66,77,77,?a,0.857142857,0,1,0,66,0,77,0
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0.714285714,0,1,0,55,0,77,0
?a  hasBiomarker  EGFR_Positive  ?a  hasRelapse_Progression  No_Progression   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  EGFR_Positive   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Nivolumab   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  hasAgeCategory  Young  ?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0.833333333,0,1,0,55,0,66,11
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IV   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,0,1,0,33,0,33,0
?a  hasBiomarker  BRAF_Negative  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.333333,0.333333,11,33,33,?a,0,0.333333333,0,1,0,11,0,33
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,0,1,0,33,0,33,0
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.056818,1,1,55,55,55,?a,1,0,1,0,55,0,55,0
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.727273,0.727273,88,121,121,?a,0.8,0,1,0,88,0,110,11
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.777778,0.777778,77,99,99,?a,0.777777778,0,1,0,77,0,99,0
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  EGFR_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,0.833333333,0,1,0,55,0,66,0
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,0,1,0,44,0,44,0
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.727273,0.727273,88,121,121,?a,0.8,0,1,0,88,0,110,11
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0.75,0.666666667,0.6,0.4,33,22,44,33
?a  hasAgeCategory  Young  ?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,0,1,0,33,0,33,0
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Gemcitabine  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
